Compound	Sample Name	Height	Area	Actual RT	m/z (Delta)	Formula
Cis-aconitate U-13C pos	P2	91776	845776	9.73	2.1831 (ppm)	[13]C6H6O6
Cis-aconitate U-13C pos	P1	0	0	0	0	[13]C6H6O6
Cis-aconitate U-13C pos	solvent_blank_1	0	0	0	0	[13]C6H6O6
Citrate neg	solvent_blank_2	5429	222949	12.07	-1.3600 (ppm)	C6H8O7
Citrate neg	P9	136089	5439969	10.99	-.9606 (ppm)	C6H8O7
Citrate neg	P8	174577	5085761	12.18	-.8807 (ppm)	C6H8O7
Citrate neg	P7	4863938	325632962	9.08	-1.5198 (ppm)	C6H8O7
Citrate neg	P6	1462501	27689170	11.1	-1.6795 (ppm)	C6H8O7
Citrate neg	P5	80422203	1659769426	12.12	-1.2002 (ppm)	C6H8O7
Citrate neg	P4	474559	21976865	11.1	-.9606 (ppm)	C6H8O7
Citrate neg	P3	397501	6136131	11	-.8008 (ppm)	C6H8O7
Citrate neg	P2	526407	18912858	10.72	-.4014 (ppm)	C6H8O7
Citrate neg	P1	669860	16329891	10.13	-.6411 (ppm)	C6H8O7
Citrate neg	solvent_blank_1	64022	2078645	7	-1.2801 (ppm)	C6H8O7
Citrate pos	solvent_blank_2	849	3158	1.17	-4.9463 (ppm)	C6H8O7
Citrate pos	P9	0	0	0	0	C6H8O7
Citrate pos	P8	0	0	0	0	C6H8O7
Citrate pos	P7	0	0	0	0	C6H8O7
Citrate pos	P6	54969	643860	6	-4.3930 (ppm)	C6H8O7
Citrate pos	P5	12666	106232	12.11	-.2035 (ppm)	C6H8O7
Citrate pos	P4	6059	22185	13.9	3.8279 (ppm)	C6H8O7
Citrate pos	P3	0	0	0	0	C6H8O7
Citrate pos	P2	0	0	0	0	C6H8O7
Citrate pos	P1	33640	478371	13.82	4.3022 (ppm)	C6H8O7
Citrate pos	solvent_blank_1	0	0	0	0	C6H8O7
Citrate U-13C neg	solvent_blank_2	1131	4171	7.96	-3.7643 (ppm)	[13]C6H8O7
Citrate U-13C neg	P9	4164	72366	10.96	-1.0539 (ppm)	[13]C6H8O7
Citrate U-13C neg	P8	4066	14143	8.06	.3400 (ppm)	[13]C6H8O7
Citrate U-13C neg	P7	42832	372802	8.94	-1.7509 (ppm)	[13]C6H8O7
Citrate U-13C neg	P6	27815	232642	9.3	-4.7711 (ppm)	[13]C6H8O7
Citrate U-13C neg	P5	8772	69607	11.31	-1.3637 (ppm)	[13]C6H8O7
Citrate U-13C neg	P4	15154	742759	10.98	-2.2155 (ppm)	[13]C6H8O7
Citrate U-13C neg	P3	14572	205346	11.14	-.4344 (ppm)	[13]C6H8O7
Citrate U-13C neg	P2	17351	423994	10.74	-1.1314 (ppm)	[13]C6H8O7
Citrate U-13C neg	P1	9715	156413	10.13	.0302 (ppm)	[13]C6H8O7
Citrate U-13C neg	solvent_blank_1	1152	17146	15.68	-2.9899 (ppm)	[13]C6H8O7
Citrate U-13C pos	solvent_blank_2	1148	4215	6.38	-4.0485 (ppm)	[13]C6H8O7
Citrate U-13C pos	P9	0	0	0	0	[13]C6H8O7
Citrate U-13C pos	P8	8159	28403	9.05	-3.6652 (ppm)	[13]C6H8O7
Citrate U-13C pos	P7	113710	1165507	9.32	-3.5886 (ppm)	[13]C6H8O7
Citrate U-13C pos	P6	11716	69671	11.31	4.2304 (ppm)	[13]C6H8O7
Citrate U-13C pos	P5	0	0	0	0	[13]C6H8O7
Citrate U-13C pos	P4	0	0	0	0	[13]C6H8O7
Citrate U-13C pos	P3	101349	346994	6.84	.9342 (ppm)	[13]C6H8O7
Citrate U-13C pos	P2	4035	14244	8.53	-3.5886 (ppm)	[13]C6H8O7
Citrate U-13C pos	P1	0	0	0	0	[13]C6H8O7
Citrate U-13C pos	solvent_blank_1	1629	5947	7.85	-1.5955 (ppm)	[13]C6H8O7
Citrulline neg	solvent_blank_2	1577	5809	3.17	2.0126 (ppm)	C6H13N3O3
Citrulline neg	P9	1690	12603	10.36	-.4416 (ppm)	C6H13N3O3
Citrulline neg	P8	1193	4313	2.66	.6979 (ppm)	C6H13N3O3
Citrulline neg	P7	765	2863	0.24	-.6169 (ppm)	C6H13N3O3
Citrulline neg	P6	0	0	0	0	C6H13N3O3
Citrulline neg	P5	1616	12415	8.93	-.7922 (ppm)	C6H13N3O3
Citrulline neg	P4	4578	37455	10.29	-1.1428 (ppm)	C6H13N3O3
Citrulline neg	P3	32550	351373	10.06	-2.2822 (ppm)	C6H13N3O3
Citrulline neg	P2	3380	20613	10.34	-1.3181 (ppm)	C6H13N3O3
Citrulline neg	P1	41415123	535745964	10.3	-1.3181 (ppm)	C6H13N3O3
Citrulline neg	solvent_blank_1	2318	69631	9.7	-.5292 (ppm)	C6H13N3O3
Citrulline pos	solvent_blank_2	6280	243349	9.38	-.7141 (ppm)	C6H13N3O3
Citrulline pos	P9	8604	356025	10.31	-1.1474 (ppm)	C6H13N3O3
Citrulline pos	P8	15055	499093	10.32	.1523 (ppm)	C6H13N3O3
Citrulline pos	P7	45568	681877	10.32	-.4542 (ppm)	C6H13N3O3
Citrulline pos	P6	147082	2077771	10.36	-.8008 (ppm)	C6H13N3O3
Citrulline pos	P5	18554	326421	10.4	-.7141 (ppm)	C6H13N3O3
Citrulline pos	P4	115692	2169113	10.33	-.4542 (ppm)	C6H13N3O3
Citrulline pos	P3	31372	686552	9.47	.8455 (ppm)	C6H13N3O3
Citrulline pos	P2	115973	1927933	10.3	.5856 (ppm)	C6H13N3O3
Citrulline pos	P1	375482759	5630936824	10.31	.3256 (ppm)	C6H13N3O3
Citrulline pos	solvent_blank_1	9417	497169	9.9	.9322 (ppm)	C6H13N3O3
Citrulline U-13C neg	solvent_blank_2	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P9	1672	5883	6.69	2.4334 (ppm)	[13]C6H13N3O3
Citrulline U-13C neg	P8	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P7	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P6	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P5	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P4	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P3	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C neg	P2	1646	5801	9.24	4.8055 (ppm)	[13]C6H13N3O3
Citrulline U-13C neg	P1	3060	10696	8.38	4.1278 (ppm)	[13]C6H13N3O3
Citrulline U-13C neg	solvent_blank_1	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C pos	solvent_blank_2	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C pos	P9	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C pos	P8	3704	17659	2.59	-1.2133 (ppm)	[13]C6H13N3O3
Citrulline U-13C pos	P7	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C pos	P6	8152	44716	3.92	-4.3971 (ppm)	[13]C6H13N3O3
Citrulline U-13C pos	P5	0	0	0	0	[13]C6H13N3O3
Citrulline U-13C pos	P4	1068	4023	14.71	-3.2241 (ppm)	[13]C6H13N3O3
Citrulline U-13C pos	P3	21395	74178	10.16	-2.4701 (ppm)	[13]C6H13N3O3
Citrulline U-13C pos	P2	81587	469958	2.66	3.0596 (ppm)	[13]C6H13N3O3
Citrulline U-13C pos	P1	24829	86572	8.28	-4.6484 (ppm)	[13]C6H13N3O3
Citrulline U-13C pos	solvent_blank_1	0	0	0	0	[13]C6H13N3O3
CMP neg	solvent_blank_2	951	6374	10.85	-.2340 (ppm)	C9H14N3O8P
CMP neg	P9	2534	19110	5.97	-1.5607 (ppm)	C9H14N3O8P
CMP neg	P8	1276	4603	4.66	-4.2140 (ppm)	C9H14N3O8P
CMP neg	P7	3035	62297	7.18	-1.6555 (ppm)	C9H14N3O8P
CMP neg	P6	10408	163501	7.25	-.8974 (ppm)	C9H14N3O8P
CMP neg	P5	37514	837611	6.82	-1.0869 (ppm)	C9H14N3O8P
CMP neg	P4	1734587	18211981	10.72	-1.7502 (ppm)	C9H14N3O8P
CMP neg	P3	1144901	13265050	10.7	-1.9398 (ppm)	C9H14N3O8P
CMP neg	P2	46846877	609798296	10.72	-1.5607 (ppm)	C9H14N3O8P
CMP neg	P1	5457	67709	7.51	-.5183 (ppm)	C9H14N3O8P
CMP neg	solvent_blank_1	6571	351933	6.53	-.9921 (ppm)	C9H14N3O8P
CMP pos	solvent_blank_2	1413	5193	2.1	-3.5382 (ppm)	C9H14N3O8P
CMP pos	P9	5650	20100	6.28	3.9956 (ppm)	C9H14N3O8P
CMP pos	P8	890	3371	10.87	-.6189 (ppm)	C9H14N3O8P
CMP pos	P7	3242	27950	2.73	-.4305 (ppm)	C9H14N3O8P
CMP pos	P6	8513	124226	7.47	-2.5965 (ppm)	C9H14N3O8P
CMP pos	P5	11600	504296	8.53	-2.0315 (ppm)	C9H14N3O8P
CMP pos	P4	1928145	19391009	10.71	-.6189 (ppm)	C9H14N3O8P
CMP pos	P3	885640	9864090	10.68	-.4305 (ppm)	C9H14N3O8P
CMP pos	P2	48191327	591930273	10.7	-.4305 (ppm)	C9H14N3O8P
CMP pos	P1	19095	67093	8.19	-1.4664 (ppm)	C9H14N3O8P
CMP pos	solvent_blank_1	10152	284366	6.01	-.5247 (ppm)	C9H14N3O8P
CMP U-13C neg	solvent_blank_2	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P9	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P8	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P7	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P6	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P5	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P4	770	2913	15.86	4.7874 (ppm)	[13]C9H14N3O8P
CMP U-13C neg	P3	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	P2	3186	11103	9.75	-.3745 (ppm)	[13]C9H14N3O8P
CMP U-13C neg	P1	0	0	0	0	[13]C9H14N3O8P
CMP U-13C neg	solvent_blank_1	0	0	0	0	[13]C9H14N3O8P
CMP U-13C pos	solvent_blank_2	0	0	0	0	[13]C9H14N3O8P
CMP U-13C pos	P9	0	0	0	0	[13]C9H14N3O8P
CMP U-13C pos	P8	0	0	0	0	[13]C9H14N3O8P
CMP U-13C pos	P7	1522	5465	5.02	2.2137 (ppm)	[13]C9H14N3O8P
CMP U-13C pos	P6	729	2700	1.46	-1.2678 (ppm)	[13]C9H14N3O8P
CMP U-13C pos	P5	1455	5351	8.5	-4.7494 (ppm)	[13]C9H14N3O8P
CMP U-13C pos	P4	9464	33229	2.63	-4.9326 (ppm)	[13]C9H14N3O8P
CMP U-13C pos	P3	1009	3760	14.11	-.9930 (ppm)	[13]C9H14N3O8P
CMP U-13C pos	P2	0	0	0	0	[13]C9H14N3O8P
CMP U-13C pos	P1	0	0	0	0	[13]C9H14N3O8P
CMP U-13C pos	solvent_blank_1	0	0	0	0	[13]C9H14N3O8P
Coenzyme A neg	solvent_blank_2	1234	4577	4.62	4.5152 (ppm)	C21H36N7O16P3S
Coenzyme A neg	P9	68530	1100066	9.32	3.4795 (ppm)	C21H36N7O16P3S
Coenzyme A neg	P8	0	0	0	0	C21H36N7O16P3S
Coenzyme A neg	P7	0	0	0	0	C21H36N7O16P3S
Coenzyme A neg	P6	0	0	0	0	C21H36N7O16P3S
Coenzyme A neg	P5	0	0	0	0	C21H36N7O16P3S
Coenzyme A neg	P4	9026	31075	9.7	-.7429 (ppm)	C21H36N7O16P3S
Coenzyme A neg	P3	211287	2785310	9.28	1.0098 (ppm)	C21H36N7O16P3S
Coenzyme A neg	P2	3621	12618	8.66	-1.9380 (ppm)	C21H36N7O16P3S
Coenzyme A neg	P1	1997	7001	10.38	.4521 (ppm)	C21H36N7O16P3S
Coenzyme A neg	solvent_blank_1	1263	4611	8.66	1.8862 (ppm)	C21H36N7O16P3S
Coenzyme A pos	solvent_blank_2	2954	10995	9.65	4.7905 (ppm)	C21H36N7O16P3S
Coenzyme A pos	P9	226550	3221808	9.3	.5791 (ppm)	C21H36N7O16P3S
Coenzyme A pos	P8	3001	10723	9.45	2.5656 (ppm)	C21H36N7O16P3S
Coenzyme A pos	P7	2011	7024	4.6	-1.6458 (ppm)	C21H36N7O16P3S
Coenzyme A pos	P6	0	0	0	0	C21H36N7O16P3S
Coenzyme A pos	P5	0	0	0	0	C21H36N7O16P3S
Coenzyme A pos	P4	2910	10856	14.44	-2.2815 (ppm)	C21H36N7O16P3S
Coenzyme A pos	P3	527486	6443319	9.36	.6585 (ppm)	C21H36N7O16P3S
Coenzyme A pos	P2	0	0	0	0	C21H36N7O16P3S
Coenzyme A pos	P1	10685	52580	10.22	-2.2020 (ppm)	C21H36N7O16P3S
Coenzyme A pos	solvent_blank_1	1635	6004	13.7	1.4531 (ppm)	C21H36N7O16P3S
Coenzyme A U-13C neg	solvent_blank_2	1838	6876	12.77	-3.9216 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P9	0	0	0	0	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P8	0	0	0	0	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P7	996	3745	16.79	-4.3869 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P6	1358	5070	14.11	2.4364 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P5	0	0	0	0	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P4	849	3194	14.94	1.3508 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P3	906	3401	15.95	1.9711 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P2	1328	4889	14.13	.8856 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	P1	1537	5541	15.53	-3.0687 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C neg	solvent_blank_1	1756	6500	16.19	-3.9992 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	solvent_blank_2	891	3371	16.43	.2220 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P9	0	0	0	0	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P8	0	0	0	0	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P7	1447	7374	15.76	-1.2474 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P6	1309	4913	12.67	.2994 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P5	4364	16079	9.22	-2.4848 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P4	923	3477	16.65	1.5368 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P3	6138	22706	13.48	-4.4956 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P2	0	0	0	0	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	P1	2211	8082	12.12	2.8516 (ppm)	[13]C21H36N7O16P3S
Coenzyme A U-13C pos	solvent_blank_1	3903	14403	15.54	-2.8715 (ppm)	[13]C21H36N7O16P3S
Creatine neg	solvent_blank_2	1026	10004	11.76	-.8610 (ppm)	C4H9N3O2
Creatine neg	P9	1273	20968	16	-2.3862 (ppm)	C4H9N3O2
Creatine neg	P8	1106	13755	14.5	-2.1515 (ppm)	C4H9N3O2
Creatine neg	P7	100270	1110744	2.6	-4.9672 (ppm)	C4H9N3O2
Creatine neg	P6	6090	50058	9.95	.3122 (ppm)	C4H9N3O2
Creatine neg	P5	14076	49682	10.87	3.4798 (ppm)	C4H9N3O2
Creatine neg	P4	8373890	96705365	9.45	-.8610 (ppm)	C4H9N3O2
Creatine neg	P3	178997	2516704	5.52	-4.8499 (ppm)	C4H9N3O2
Creatine neg	P2	20252480	260682285	9.46	-.8610 (ppm)	C4H9N3O2
Creatine neg	P1	26764	212080	9.33	3.1278 (ppm)	C4H9N3O2
Creatine neg	solvent_blank_1	1596	18468	5.52	-2.5035 (ppm)	C4H9N3O2
Creatine pos	solvent_blank_2	99928	1498303	9.5	.3595 (ppm)	C4H9N3O2
Creatine pos	P9	60375	1561193	9.45	.3595 (ppm)	C4H9N3O2
Creatine pos	P8	86257	1726443	9.45	.4751 (ppm)	C4H9N3O2
Creatine pos	P7	142054	1740736	9.46	.7061 (ppm)	C4H9N3O2
Creatine pos	P6	2136454	27468303	9.85	.5906 (ppm)	C4H9N3O2
Creatine pos	P5	118277	3649159	15.26	.1285 (ppm)	C4H9N3O2
Creatine pos	P4	1613163891	23881104088	9.47	1.8614 (ppm)	C4H9N3O2
Creatine pos	P3	10125311	132048044	9.47	.4751 (ppm)	C4H9N3O2
Creatine pos	P2	2893013372	50447719173	9.45	1.0527 (ppm)	C4H9N3O2
Creatine pos	P1	280555	5574272	9.35	-3.1064 (ppm)	C4H9N3O2
Creatine pos	solvent_blank_1	199026	2449006	9.45	.3595 (ppm)	C4H9N3O2
Creatine U-13C neg	solvent_blank_2	976	3579	2.78	-4.7608 (ppm)	[13]C4H9N3O2
Creatine U-13C neg	P9	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	P8	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	P7	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	P6	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	P5	1068	3936	5.14	2.6367 (ppm)	[13]C4H9N3O2
Creatine U-13C neg	P4	774355	4774222	3.89	1.1572 (ppm)	[13]C4H9N3O2
Creatine U-13C neg	P3	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	P2	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	P1	0	0	0	0	[13]C4H9N3O2
Creatine U-13C neg	solvent_blank_1	0	0	0	0	[13]C4H9N3O2
Creatine U-13C pos	solvent_blank_2	0	0	0	0	[13]C4H9N3O2
Creatine U-13C pos	P9	7648	65543	5.57	4.5543 (ppm)	[13]C4H9N3O2
Creatine U-13C pos	P8	22230	76127	6.1	.9664 (ppm)	[13]C4H9N3O2
Creatine U-13C pos	P7	733	2723	1.56	-1.0518 (ppm)	[13]C4H9N3O2
Creatine U-13C pos	P6	856	3214	15.93	-2.1731 (ppm)	[13]C4H9N3O2
Creatine U-13C pos	P5	0	0	0	0	[13]C4H9N3O2
Creatine U-13C pos	P4	124288	422314	3.9	3.6573 (ppm)	[13]C4H9N3O2
Creatine U-13C pos	P3	0	0	0	0	[13]C4H9N3O2
Creatine U-13C pos	P2	0	0	0	0	[13]C4H9N3O2
Creatine U-13C pos	P1	987	3714	16.67	.9664 (ppm)	[13]C4H9N3O2
Creatine U-13C pos	solvent_blank_1	1507	5480	8.35	-1.1640 (ppm)	[13]C4H9N3O2
Creatinine neg	solvent_blank_2	0	0	0	0	C4H7N3O
Creatinine neg	P9	0	0	0	0	C4H7N3O
Creatinine neg	P8	0	0	0	0	C4H7N3O
Creatinine neg	P7	24382	1275470	1.9	-.1061 (ppm)	C4H7N3O
Creatinine neg	P6	146446	5361485	3.59	.2344 (ppm)	C4H7N3O
Creatinine neg	P5	28018	1016919	6.82	.5748 (ppm)	C4H7N3O
Creatinine neg	P4	11029622	128659161	5.8	.0301 (ppm)	C4H7N3O
Creatinine neg	P3	172907182	2126417196	5.8	.7791 (ppm)	C4H7N3O
Creatinine neg	P2	764545	13785552	9.46	.0301 (ppm)	C4H7N3O
Creatinine neg	P1	48287	1187506	8.49	.2344 (ppm)	C4H7N3O
Creatinine neg	solvent_blank_1	161093	3708047	3.62	.1663 (ppm)	C4H7N3O
Creatinine pos	solvent_blank_2	231261	2673577	5.81	.4243 (ppm)	C4H7N3O
Creatinine pos	P9	235317	2857661	5.78	.3575 (ppm)	C4H7N3O
Creatinine pos	P8	180782	2533834	5.78	-.1107 (ppm)	C4H7N3O
Creatinine pos	P7	231922	4859999	5.74	.4243 (ppm)	C4H7N3O
Creatinine pos	P6	317047	10318629	3.75	.6250 (ppm)	C4H7N3O
Creatinine pos	P5	474867	11178551	5.79	.4243 (ppm)	C4H7N3O
Creatinine pos	P4	498153694	7479796033	5.78	.8925 (ppm)	C4H7N3O
Creatinine pos	P3	2114803285	41399762196	5.79	.8257 (ppm)	C4H7N3O
Creatinine pos	P2	13890062	225722613	9.45	1.2270 (ppm)	C4H7N3O
Creatinine pos	P1	775530	15864745	5.78	.3575 (ppm)	C4H7N3O
Creatinine pos	solvent_blank_1	433657	6558981	3.45	.4243 (ppm)	C4H7N3O
Creatinine U-13C neg	solvent_blank_2	0	0	0	0	[13]C4H7N3O
Creatinine U-13C neg	P9	594	2313	14.7	-.1468 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P8	739	2838	13.72	-.1468 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P7	19651	69941	3.66	2.2196 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P6	843	3154	12.16	1.8909 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P5	0	0	0	0	[13]C4H7N3O
Creatinine U-13C neg	P4	35622	228371	6.48	2.8112 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P3	733	2732	14.37	2.6140 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P2	6285	37962	7.03	-4.2881 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	P1	12570	121741	7.8	-4.6825 (ppm)	[13]C4H7N3O
Creatinine U-13C neg	solvent_blank_1	0	0	0	0	[13]C4H7N3O
Creatinine U-13C pos	solvent_blank_2	9364	294227	6.71	1.2508 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P9	3250	112854	14.62	4.0291 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P8	3068	126143	10.41	.2816 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P7	4126	129726	13.42	1.6384 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P6	6179	99242	14.68	.6693 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P5	462601	6262741	10.23	1.2508 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P4	7308	135783	7.81	.5400 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P3	3430	108515	11.36	-1.8506 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P2	1806547	31223857	6.93	1.8323 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	P1	279775	2181483	7.93	1.2508 (ppm)	[13]C4H7N3O
Creatinine U-13C pos	solvent_blank_1	6665	228845	7.52	1.3154 (ppm)	[13]C4H7N3O
CTP neg	solvent_blank_2	0	0	0	0	C9H16N3O14P3
CTP neg	P9	73491	779915	10.84	4.3137 (ppm)	C9H16N3O14P3
CTP neg	P8	1013	3779	10.18	-3.4111 (ppm)	C9H16N3O14P3
CTP neg	P7	1135	4266	15.07	1.2744 (ppm)	C9H16N3O14P3
CTP neg	P6	5701	19887	11.18	1.7176 (ppm)	C9H16N3O14P3
CTP neg	P5	15992	234273	12.15	3.7438 (ppm)	C9H16N3O14P3
CTP neg	P4	12077747	186330590	12.18	-1.6382 (ppm)	C9H16N3O14P3
CTP neg	P3	27550	207211	11.08	-2.9679 (ppm)	C9H16N3O14P3
CTP neg	P2	2164	7629	9.24	3.1106 (ppm)	C9H16N3O14P3
CTP neg	P1	4523	15753	9.53	1.4644 (ppm)	C9H16N3O14P3
CTP neg	solvent_blank_1	1229	4520	13.99	3.5538 (ppm)	C9H16N3O14P3
CTP pos	solvent_blank_2	859	3173	2.97	.1277 (ppm)	C9H16N3O14P3
CTP pos	P9	5508	78091	10.77	4.9198 (ppm)	C9H16N3O14P3
CTP pos	P8	1793	6535	7.16	1.7671 (ppm)	C9H16N3O14P3
CTP pos	P7	1268	12599	12.57	1.0735 (ppm)	C9H16N3O14P3
CTP pos	P6	1641	30047	13.15	1.4518 (ppm)	C9H16N3O14P3
CTP pos	P5	19439	442478	12.16	1.9563 (ppm)	C9H16N3O14P3
CTP pos	P4	9428465	167158527	12.2	.2538 (ppm)	C9H16N3O14P3
CTP pos	P3	9539	150642	12.17	-.8812 (ppm)	C9H16N3O14P3
CTP pos	P2	6567	58004	11.05	2.9021 (ppm)	C9H16N3O14P3
CTP pos	P1	1089	4118	16.79	1.0105 (ppm)	C9H16N3O14P3
CTP pos	solvent_blank_1	3495	32880	12.35	.0646 (ppm)	C9H16N3O14P3
CTP U-13C neg	solvent_blank_2	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C neg	P9	1302	4747	10.99	-.1533 (ppm)	[13]C9H16N3O14P3
CTP U-13C neg	P8	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C neg	P7	1695	5923	8.63	-4.2554 (ppm)	[13]C9H16N3O14P3
CTP U-13C neg	P6	1771	6342	10.78	1.5248 (ppm)	[13]C9H16N3O14P3
CTP U-13C neg	P5	846	3043	13.85	-1.3963 (ppm)	[13]C9H16N3O14P3
CTP U-13C neg	P4	4329	19648	8.48	.0953 (ppm)	[13]C9H16N3O14P3
CTP U-13C neg	P3	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C neg	P2	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C neg	P1	1473	5224	8.06	3.0165 (ppm)	[13]C9H16N3O14P3
CTP U-13C neg	solvent_blank_1	1063	3921	10.6	-3.0123 (ppm)	[13]C9H16N3O14P3
CTP U-13C pos	solvent_blank_2	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C pos	P9	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C pos	P8	8504	29577	9.02	-.4482 (ppm)	[13]C9H16N3O14P3
CTP U-13C pos	P7	3577	12792	7.07	1.0993 (ppm)	[13]C9H16N3O14P3
CTP U-13C pos	P6	42069	143578	6.88	-.6958 (ppm)	[13]C9H16N3O14P3
CTP U-13C pos	P5	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C pos	P4	55874	189894	4.29	-4.3478 (ppm)	[13]C9H16N3O14P3
CTP U-13C pos	P3	2354	8529	10.59	-.3244 (ppm)	[13]C9H16N3O14P3
CTP U-13C pos	P2	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C pos	P1	0	0	0	0	[13]C9H16N3O14P3
CTP U-13C pos	solvent_blank_1	0	0	0	0	[13]C9H16N3O14P3
Cys-Gly neg	solvent_blank_2	1590	7777	2.69	-1.3180 (ppm)	C5H10N2O3S
Cys-Gly neg	P9	1879	40124	0.58	-.8871 (ppm)	C5H10N2O3S
Cys-Gly neg	P8	6088840	90030329	11.63	-1.2318 (ppm)	C5H10N2O3S
Cys-Gly neg	P7	397076	7160759	11.64	-.9733 (ppm)	C5H10N2O3S
Cys-Gly neg	P6	1679	7998	8.98	-2.7833 (ppm)	C5H10N2O3S
Cys-Gly neg	P5	965	3555	9.2	-1.9214 (ppm)	C5H10N2O3S
Cys-Gly neg	P4	869	3241	0.39	-3.4728 (ppm)	C5H10N2O3S
Cys-Gly neg	P3	1073	3889	9.63	-1.4042 (ppm)	C5H10N2O3S
Cys-Gly neg	P2	123750	1657556	9.66	-.7147 (ppm)	C5H10N2O3S
Cys-Gly neg	P1	2989	10412	9.61	-1.0594 (ppm)	C5H10N2O3S
Cys-Gly neg	solvent_blank_1	2846	20390	2.7	-2.0076 (ppm)	C5H10N2O3S
Cys-Gly pos	solvent_blank_2	1075	12360	0.62	-.1569 (ppm)	C5H10N2O3S
Cys-Gly pos	P9	3147	69184	10.89	.1840 (ppm)	C5H10N2O3S
Cys-Gly pos	P8	12723452	185633765	11.65	.2692 (ppm)	C5H10N2O3S
Cys-Gly pos	P7	644296	17246032	6.81	.3545 (ppm)	C5H10N2O3S
Cys-Gly pos	P6	4227	23683	2.34	1.5476 (ppm)	C5H10N2O3S
Cys-Gly pos	P5	875	3292	0.99	-.8386 (ppm)	C5H10N2O3S
